year,school_id,school_name,week,rank
1971,louisiana-state,Louisiana State Fighting Tigers,3/2,
1971,louisiana-state,Louisiana State Fighting Tigers,3/9,
1971,louisiana-state,Louisiana State Fighting Tigers,Final,
1970,louisiana-state,Louisiana State Fighting Tigers,Pre,
1970,louisiana-state,Louisiana State Fighting Tigers,12/9,
1970,louisiana-state,Louisiana State Fighting Tigers,12/16,15
1970,louisiana-state,Louisiana State Fighting Tigers,12/23,
1970,louisiana-state,Louisiana State Fighting Tigers,12/30,
1970,louisiana-state,Louisiana State Fighting Tigers,1/6,
1970,louisiana-state,Louisiana State Fighting Tigers,1/13,
1970,louisiana-state,Louisiana State Fighting Tigers,1/20,
1970,louisiana-state,Louisiana State Fighting Tigers,1/27,
1970,louisiana-state,Louisiana State Fighting Tigers,2/3,
1970,louisiana-state,Louisiana State Fighting Tigers,2/10,
1970,louisiana-state,Louisiana State Fighting Tigers,2/17,
1970,louisiana-state,Louisiana State Fighting Tigers,2/24,
1970,louisiana-state,Louisiana State Fighting Tigers,3/3,
1970,louisiana-state,Louisiana State Fighting Tigers,Final,
1954,louisiana-state,Louisiana State Fighting Tigers,12/8,10
1954,louisiana-state,Louisiana State Fighting Tigers,12/15,5
1954,louisiana-state,Louisiana State Fighting Tigers,12/22,14
1954,louisiana-state,Louisiana State Fighting Tigers,12/29,18
1954,louisiana-state,Louisiana State Fighting Tigers,1/5,
1954,louisiana-state,Louisiana State Fighting Tigers,1/12,16
1954,louisiana-state,Louisiana State Fighting Tigers,1/19,12
1954,louisiana-state,Louisiana State Fighting Tigers,1/26,14
1954,louisiana-state,Louisiana State Fighting Tigers,2/2,17
1954,louisiana-state,Louisiana State Fighting Tigers,2/9,17
1954,louisiana-state,Louisiana State Fighting Tigers,2/16,13
1954,louisiana-state,Louisiana State Fighting Tigers,2/23,12
1954,louisiana-state,Louisiana State Fighting Tigers,3/2,7
1954,louisiana-state,Louisiana State Fighting Tigers,3/9,8
1954,louisiana-state,Louisiana State Fighting Tigers,Final,14
1953,louisiana-state,Louisiana State Fighting Tigers,12/16,10
1953,louisiana-state,Louisiana State Fighting Tigers,12/23,8
1953,louisiana-state,Louisiana State Fighting Tigers,12/30,17
1953,louisiana-state,Louisiana State Fighting Tigers,1/6,11
1953,louisiana-state,Louisiana State Fighting Tigers,1/13,14
1953,louisiana-state,Louisiana State Fighting Tigers,1/20,14
1953,louisiana-state,Louisiana State Fighting Tigers,1/27,11
1953,louisiana-state,Louisiana State Fighting Tigers,2/3,10
1953,louisiana-state,Louisiana State Fighting Tigers,2/10,8
1953,louisiana-state,Louisiana State Fighting Tigers,2/17,6
1953,louisiana-state,Louisiana State Fighting Tigers,2/24,6
1953,louisiana-state,Louisiana State Fighting Tigers,3/3,5
1953,louisiana-state,Louisiana State Fighting Tigers,3/10,7
1953,louisiana-state,Louisiana State Fighting Tigers,Final,5
2013,louisiana-tech,Louisiana Tech Bulldogs,Pre,
2013,louisiana-tech,Louisiana Tech Bulldogs,11/12,
2013,louisiana-tech,Louisiana Tech Bulldogs,11/19,
2013,louisiana-tech,Louisiana Tech Bulldogs,11/26,
2013,louisiana-tech,Louisiana Tech Bulldogs,12/3,
2013,louisiana-tech,Louisiana Tech Bulldogs,12/10,
2013,louisiana-tech,Louisiana Tech Bulldogs,12/17,
2013,louisiana-tech,Louisiana Tech Bulldogs,12/24,
2013,louisiana-tech,Louisiana Tech Bulldogs,12/31,
2013,louisiana-tech,Louisiana Tech Bulldogs,1/7,
2013,louisiana-tech,Louisiana Tech Bulldogs,1/14,
2013,louisiana-tech,Louisiana Tech Bulldogs,1/21,
2013,louisiana-tech,Louisiana Tech Bulldogs,1/28,
2013,louisiana-tech,Louisiana Tech Bulldogs,2/4,
2013,louisiana-tech,Louisiana Tech Bulldogs,2/11,
2013,louisiana-tech,Louisiana Tech Bulldogs,2/18,
2013,louisiana-tech,Louisiana Tech Bulldogs,2/25,25
2013,louisiana-tech,Louisiana Tech Bulldogs,3/4,
2013,louisiana-tech,Louisiana Tech Bulldogs,Final,
1985,louisiana-tech,Louisiana Tech Bulldogs,Pre,
1985,louisiana-tech,Louisiana Tech Bulldogs,11/27,
1985,louisiana-tech,Louisiana Tech Bulldogs,12/4,
1985,louisiana-tech,Louisiana Tech Bulldogs,12/11,
1985,louisiana-tech,Louisiana Tech Bulldogs,12/18,20
1985,louisiana-tech,Louisiana Tech Bulldogs,12/25,19
1985,louisiana-tech,Louisiana Tech Bulldogs,1/1,18
1985,louisiana-tech,Louisiana Tech Bulldogs,1/8,14
1985,louisiana-tech,Louisiana Tech Bulldogs,1/15,12
1985,louisiana-tech,Louisiana Tech Bulldogs,1/22,12
1985,louisiana-tech,Louisiana Tech Bulldogs,1/29,15
1985,louisiana-tech,Louisiana Tech Bulldogs,2/5,14
1985,louisiana-tech,Louisiana Tech Bulldogs,2/12,12
1985,louisiana-tech,Louisiana Tech Bulldogs,2/19,10
1985,louisiana-tech,Louisiana Tech Bulldogs,2/26,7
1985,louisiana-tech,Louisiana Tech Bulldogs,3/5,8
1985,louisiana-tech,Louisiana Tech Bulldogs,Final,8
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Pre,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/1,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/8,18
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/15,15
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/22,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/29,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/5,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/12,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/19,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/26,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/2,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/9,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/16,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/23,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,3/2,
1982,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Final,
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Pre,7
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/5,10
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/12,8
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/19,8
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/26,9
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/2,8
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/9,13
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/16,13
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/23,12
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/30,13
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/6,13
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/13,14
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/20,12
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/27,11
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,3/6,14
1973,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Final,7
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Pre,
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/7,
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/14,16
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/21,12
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,12/28,13
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/4,15
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/11,13
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/18,12
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,1/25,12
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/1,13
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/8,13
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/15,12
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/22,10
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,2/29,11
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,3/7,9
1972,louisiana-lafayette,Louisiana-Lafayette Ragin' Cajuns,Final,8
2014,louisville,Louisville Cardinals,Pre,3
2014,louisville,Louisville Cardinals,11/11,3
2014,louisville,Louisville Cardinals,11/18,3
2014,louisville,Louisville Cardinals,11/25,9
2014,louisville,Louisville Cardinals,12/2,7
2014,louisville,Louisville Cardinals,12/9,6
2014,louisville,Louisville Cardinals,12/16,6
2014,louisville,Louisville Cardinals,12/23,6
2014,louisville,Louisville Cardinals,12/30,14
2014,louisville,Louisville Cardinals,1/6,12
2014,louisville,Louisville Cardinals,1/13,18
2014,louisville,Louisville Cardinals,1/20,12
2014,louisville,Louisville Cardinals,1/27,12
2014,louisville,Louisville Cardinals,2/3,14
2014,louisville,Louisville Cardinals,2/10,13
2014,louisville,Louisville Cardinals,2/17,11
2014,louisville,Louisville Cardinals,2/24,7
2014,louisville,Louisville Cardinals,3/3,11
2014,louisville,Louisville Cardinals,3/10,5
2014,louisville,Louisville Cardinals,Final,5
2013,louisville,Louisville Cardinals,Pre,2
2013,louisville,Louisville Cardinals,11/12,2
2013,louisville,Louisville Cardinals,11/19,2
2013,louisville,Louisville Cardinals,11/26,5
2013,louisville,Louisville Cardinals,12/3,5
2013,louisville,Louisville Cardinals,12/10,6
2013,louisville,Louisville Cardinals,12/17,5
2013,louisville,Louisville Cardinals,12/24,4
2013,louisville,Louisville Cardinals,12/31,4
2013,louisville,Louisville Cardinals,1/7,3
2013,louisville,Louisville Cardinals,1/14,1
2013,louisville,Louisville Cardinals,1/21,5
2013,louisville,Louisville Cardinals,1/28,12
2013,louisville,Louisville Cardinals,2/4,11
2013,louisville,Louisville Cardinals,2/11,12
2013,louisville,Louisville Cardinals,2/18,10
2013,louisville,Louisville Cardinals,2/25,10
2013,louisville,Louisville Cardinals,3/4,8
2013,louisville,Louisville Cardinals,Final,2
2012,louisville,Louisville Cardinals,Pre,9
2012,louisville,Louisville Cardinals,11/14,8
2012,louisville,Louisville Cardinals,11/21,7
2012,louisville,Louisville Cardinals,11/28,6
2012,louisville,Louisville Cardinals,12/5,5
2012,louisville,Louisville Cardinals,12/12,4
2012,louisville,Louisville Cardinals,12/19,4
2012,louisville,Louisville Cardinals,12/26,4
2012,louisville,Louisville Cardinals,1/2,11
2012,louisville,Louisville Cardinals,1/9,14
2012,louisville,Louisville Cardinals,1/16,23
2012,louisville,Louisville Cardinals,1/23,
2012,louisville,Louisville Cardinals,1/30,
2012,louisville,Louisville Cardinals,2/6,24
2012,louisville,Louisville Cardinals,2/13,19
2012,louisville,Louisville Cardinals,2/20,17
2012,louisville,Louisville Cardinals,2/27,19
2012,louisville,Louisville Cardinals,3/5,
2012,louisville,Louisville Cardinals,Final,17
2011,louisville,Louisville Cardinals,Pre,
2011,louisville,Louisville Cardinals,11/15,
2011,louisville,Louisville Cardinals,11/22,
2011,louisville,Louisville Cardinals,11/29,
2011,louisville,Louisville Cardinals,12/6,24
2011,louisville,Louisville Cardinals,12/13,20
2011,louisville,Louisville Cardinals,12/20,
2011,louisville,Louisville Cardinals,12/27,22
2011,louisville,Louisville Cardinals,1/3,
2011,louisville,Louisville Cardinals,1/10,18
2011,louisville,Louisville Cardinals,1/17,19
2011,louisville,Louisville Cardinals,1/24,23
2011,louisville,Louisville Cardinals,1/31,15
2011,louisville,Louisville Cardinals,2/7,16
2011,louisville,Louisville Cardinals,2/14,16
2011,louisville,Louisville Cardinals,2/21,16
2011,louisville,Louisville Cardinals,2/28,11
2011,louisville,Louisville Cardinals,3/7,14
2011,louisville,Louisville Cardinals,Final,14
2010,louisville,Louisville Cardinals,Pre,19
2010,louisville,Louisville Cardinals,11/16,20
2010,louisville,Louisville Cardinals,11/23,16
2010,louisville,Louisville Cardinals,11/30,20
2010,louisville,Louisville Cardinals,12/7,
2010,louisville,Louisville Cardinals,12/14,
2010,louisville,Louisville Cardinals,12/21,
2010,louisville,Louisville Cardinals,12/28,
2010,louisville,Louisville Cardinals,1/4,
2010,louisville,Louisville Cardinals,1/11,
2010,louisville,Louisville Cardinals,1/18,
2010,louisville,Louisville Cardinals,1/25,
2010,louisville,Louisville Cardinals,2/1,
2010,louisville,Louisville Cardinals,2/8,
2010,louisville,Louisville Cardinals,2/15,
2010,louisville,Louisville Cardinals,2/22,
2010,louisville,Louisville Cardinals,3/1,
2010,louisville,Louisville Cardinals,3/8,
2010,louisville,Louisville Cardinals,Final,
2009,louisville,Louisville Cardinals,Pre,3
2009,louisville,Louisville Cardinals,11/17,3
2009,louisville,Louisville Cardinals,11/24,3
2009,louisville,Louisville Cardinals,12/1,11
2009,louisville,Louisville Cardinals,12/8,9
2009,louisville,Louisville Cardinals,12/15,9
2009,louisville,Louisville Cardinals,12/22,19
2009,louisville,Louisville Cardinals,12/29,18
2009,louisville,Louisville Cardinals,1/5,23
2009,louisville,Louisville Cardinals,1/12,20
2009,louisville,Louisville Cardinals,1/19,9
2009,louisville,Louisville Cardinals,1/26,7
2009,louisville,Louisville Cardinals,2/2,5
2009,louisville,Louisville Cardinals,2/9,5
2009,louisville,Louisville Cardinals,2/16,7
2009,louisville,Louisville Cardinals,2/23,6
2009,louisville,Louisville Cardinals,3/2,6
2009,louisville,Louisville Cardinals,3/9,5
2009,louisville,Louisville Cardinals,Final,1
2008,louisville,Louisville Cardinals,Pre,6
2008,louisville,Louisville Cardinals,11/12,6
2008,louisville,Louisville Cardinals,11/19,6
2008,louisville,Louisville Cardinals,11/26,12
2008,louisville,Louisville Cardinals,12/3,14
2008,louisville,Louisville Cardinals,12/10,22
2008,louisville,Louisville Cardinals,12/17,
2008,louisville,Louisville Cardinals,12/24,
2008,louisville,Louisville Cardinals,12/31,
2008,louisville,Louisville Cardinals,1/7,
2008,louisville,Louisville Cardinals,1/14,
2008,louisville,Louisville Cardinals,1/21,
2008,louisville,Louisville Cardinals,1/28,
2008,louisville,Louisville Cardinals,2/4,
2008,louisville,Louisville Cardinals,2/11,23
2008,louisville,Louisville Cardinals,2/18,18
2008,louisville,Louisville Cardinals,2/25,13
2008,louisville,Louisville Cardinals,3/3,12
2008,louisville,Louisville Cardinals,3/10,13
2008,louisville,Louisville Cardinals,Final,13
2007,louisville,Louisville Cardinals,Pre,
2007,louisville,Louisville Cardinals,11/14,
2007,louisville,Louisville Cardinals,11/21,
2007,louisville,Louisville Cardinals,11/28,
2007,louisville,Louisville Cardinals,12/5,
2007,louisville,Louisville Cardinals,12/12,
2007,louisville,Louisville Cardinals,12/19,
2007,louisville,Louisville Cardinals,12/26,
2007,louisville,Louisville Cardinals,1/2,
2007,louisville,Louisville Cardinals,1/9,
2007,louisville,Louisville Cardinals,1/16,
2007,louisville,Louisville Cardinals,1/23,
2007,louisville,Louisville Cardinals,1/30,
2007,louisville,Louisville Cardinals,2/6,
2007,louisville,Louisville Cardinals,2/13,
2007,louisville,Louisville Cardinals,2/20,20
2007,louisville,Louisville Cardinals,2/27,16
2007,louisville,Louisville Cardinals,3/6,12
2007,louisville,Louisville Cardinals,Final,16
2006,louisville,Louisville Cardinals,Pre,7
2006,louisville,Louisville Cardinals,11/15,7
2006,louisville,Louisville Cardinals,11/22,6
2006,louisville,Louisville Cardinals,11/29,7
2006,louisville,Louisville Cardinals,12/6,5
2006,louisville,Louisville Cardinals,12/13,4
2006,louisville,Louisville Cardinals,12/20,11
2006,louisville,Louisville Cardinals,12/27,10
2006,louisville,Louisville Cardinals,1/3,9
2006,louisville,Louisville Cardinals,1/10,10
2006,louisville,Louisville Cardinals,1/17,17
2006,louisville,Louisville Cardinals,1/24,22
2006,louisville,Louisville Cardinals,1/31,
2006,louisville,Louisville Cardinals,2/7,
2006,louisville,Louisville Cardinals,2/14,
2006,louisville,Louisville Cardinals,2/21,
2006,louisville,Louisville Cardinals,2/28,
2006,louisville,Louisville Cardinals,3/7,
2006,louisville,Louisville Cardinals,Final,
2005,louisville,Louisville Cardinals,Pre,14
2005,louisville,Louisville Cardinals,11/16,14
2005,louisville,Louisville Cardinals,11/23,12
2005,louisville,Louisville Cardinals,11/30,17
2005,louisville,Louisville Cardinals,12/7,13
2005,louisville,Louisville Cardinals,12/14,13
2005,louisville,Louisville Cardinals,12/21,18
2005,louisville,Louisville Cardinals,12/28,19
2005,louisville,Louisville Cardinals,1/4,17
2005,louisville,Louisville Cardinals,1/11,19
2005,louisville,Louisville Cardinals,1/18,14
2005,louisville,Louisville Cardinals,1/25,12
2005,louisville,Louisville Cardinals,2/1,9
2005,louisville,Louisville Cardinals,2/8,9
2005,louisville,Louisville Cardinals,2/15,12
2005,louisville,Louisville Cardinals,2/22,11
2005,louisville,Louisville Cardinals,3/1,9
2005,louisville,Louisville Cardinals,3/8,6
2005,louisville,Louisville Cardinals,Final,4
2004,louisville,Louisville Cardinals,Pre,16
2004,louisville,Louisville Cardinals,11/25,17
2004,louisville,Louisville Cardinals,12/2,
2004,louisville,Louisville Cardinals,12/9,
2004,louisville,Louisville Cardinals,12/16,20
2004,louisville,Louisville Cardinals,12/23,20
2004,louisville,Louisville Cardinals,12/31,11
2004,louisville,Louisville Cardinals,1/6,10
2004,louisville,Louisville Cardinals,1/13,8
2004,louisville,Louisville Cardinals,1/20,5
2004,louisville,Louisville Cardinals,1/27,4
2004,louisville,Louisville Cardinals,2/3,6
2004,louisville,Louisville Cardinals,2/10,9
2004,louisville,Louisville Cardinals,2/17,10
2004,louisville,Louisville Cardinals,2/24,21
2004,louisville,Louisville Cardinals,3/2,25
2004,louisville,Louisville Cardinals,3/9,
2004,louisville,Louisville Cardinals,Final,
2003,louisville,Louisville Cardinals,Pre,
2003,louisville,Louisville Cardinals,11/19,
2003,louisville,Louisville Cardinals,11/26,
2003,louisville,Louisville Cardinals,12/3,
2003,louisville,Louisville Cardinals,12/10,
2003,louisville,Louisville Cardinals,12/17,
2003,louisville,Louisville Cardinals,12/24,
2003,louisville,Louisville Cardinals,12/31,24
2003,louisville,Louisville Cardinals,1/7,19
2003,louisville,Louisville Cardinals,1/14,15
2003,louisville,Louisville Cardinals,1/21,9
2003,louisville,Louisville Cardinals,1/28,8
2003,louisville,Louisville Cardinals,2/4,5
2003,louisville,Louisville Cardinals,2/11,2
2003,louisville,Louisville Cardinals,2/18,4
2003,louisville,Louisville Cardinals,2/25,11
2003,louisville,Louisville Cardinals,3/4,15
2003,louisville,Louisville Cardinals,3/11,20
2003,louisville,Louisville Cardinals,Final,14
2000,louisville,Louisville Cardinals,Pre,
2000,louisville,Louisville Cardinals,11/16,
2000,louisville,Louisville Cardinals,11/23,
2000,louisville,Louisville Cardinals,11/30,
2000,louisville,Louisville Cardinals,12/7,
2000,louisville,Louisville Cardinals,12/14,
2000,louisville,Louisville Cardinals,12/21,
2000,louisville,Louisville Cardinals,12/28,
2000,louisville,Louisville Cardinals,1/4,
2000,louisville,Louisville Cardinals,1/11,25
2000,louisville,Louisville Cardinals,1/18,
2000,louisville,Louisville Cardinals,1/25,
2000,louisville,Louisville Cardinals,2/1,
2000,louisville,Louisville Cardinals,2/8,
2000,louisville,Louisville Cardinals,2/15,
2000,louisville,Louisville Cardinals,2/22,
2000,louisville,Louisville Cardinals,2/29,
2000,louisville,Louisville Cardinals,3/7,
2000,louisville,Louisville Cardinals,Final,
1999,louisville,Louisville Cardinals,Pre,
1999,louisville,Louisville Cardinals,11/17,
1999,louisville,Louisville Cardinals,11/24,
1999,louisville,Louisville Cardinals,12/1,
1999,louisville,Louisville Cardinals,12/8,
1999,louisville,Louisville Cardinals,12/15,
1999,louisville,Louisville Cardinals,12/22,
1999,louisville,Louisville Cardinals,12/29,
1999,louisville,Louisville Cardinals,1/5,
1999,louisville,Louisville Cardinals,1/12,
1999,louisville,Louisville Cardinals,1/19,24
1999,louisville,Louisville Cardinals,1/26,
1999,louisville,Louisville Cardinals,2/2,
1999,louisville,Louisville Cardinals,2/9,
1999,louisville,Louisville Cardinals,2/16,
1999,louisville,Louisville Cardinals,2/23,
1999,louisville,Louisville Cardinals,3/2,
1999,louisville,Louisville Cardinals,Final,
1998,louisville,Louisville Cardinals,Pre,25
1998,louisville,Louisville Cardinals,11/18,22
1998,louisville,Louisville Cardinals,11/25,19
1998,louisville,Louisville Cardinals,12/2,
1998,louisville,Louisville Cardinals,12/9,
1998,louisville,Louisville Cardinals,12/16,
1998,louisville,Louisville Cardinals,12/23,
1998,louisville,Louisville Cardinals,12/30,
1998,louisville,Louisville Cardinals,1/6,
1998,louisville,Louisville Cardinals,1/13,
1998,louisville,Louisville Cardinals,1/20,
1998,louisville,Louisville Cardinals,1/27,
1998,louisville,Louisville Cardinals,2/3,
1998,louisville,Louisville Cardinals,2/10,
1998,louisville,Louisville Cardinals,2/17,
1998,louisville,Louisville Cardinals,2/24,
1998,louisville,Louisville Cardinals,3/3,
1998,louisville,Louisville Cardinals,Final,
1997,louisville,Louisville Cardinals,Pre,
1997,louisville,Louisville Cardinals,11/19,
1997,louisville,Louisville Cardinals,11/26,
1997,louisville,Louisville Cardinals,12/3,
1997,louisville,Louisville Cardinals,12/10,22
1997,louisville,Louisville Cardinals,12/17,18
1997,louisville,Louisville Cardinals,12/24,16
1997,louisville,Louisville Cardinals,12/31,14
1997,louisville,Louisville Cardinals,1/7,14
1997,louisville,Louisville Cardinals,1/14,10
1997,louisville,Louisville Cardinals,1/21,6
1997,louisville,Louisville Cardinals,1/28,9
1997,louisville,Louisville Cardinals,2/4,11
1997,louisville,Louisville Cardinals,2/11,17
1997,louisville,Louisville Cardinals,2/18,15
1997,louisville,Louisville Cardinals,2/25,17
1997,louisville,Louisville Cardinals,3/4,20
1997,louisville,Louisville Cardinals,Final,25
1996,louisville,Louisville Cardinals,Pre,12
1996,louisville,Louisville Cardinals,11/20,13
1996,louisville,Louisville Cardinals,11/27,18
1996,louisville,Louisville Cardinals,12/4,23
1996,louisville,Louisville Cardinals,12/11,20
1996,louisville,Louisville Cardinals,12/18,25
1996,louisville,Louisville Cardinals,12/26,
1996,louisville,Louisville Cardinals,1/2,
1996,louisville,Louisville Cardinals,1/8,
1996,louisville,Louisville Cardinals,1/15,
1996,louisville,Louisville Cardinals,1/22,
1996,louisville,Louisville Cardinals,1/29,
1996,louisville,Louisville Cardinals,2/5,20
1996,louisville,Louisville Cardinals,2/12,24
1996,louisville,Louisville Cardinals,2/19,21
1996,louisville,Louisville Cardinals,2/26,21
1996,louisville,Louisville Cardinals,3/5,22
1996,louisville,Louisville Cardinals,Final,24
1994,louisville,Louisville Cardinals,Pre,7
1994,louisville,Louisville Cardinals,11/22,7
1994,louisville,Louisville Cardinals,11/29,11
1994,louisville,Louisville Cardinals,12/6,10
1994,louisville,Louisville Cardinals,12/13,10
1994,louisville,Louisville Cardinals,12/20,11
1994,louisville,Louisville Cardinals,12/27,11
1994,louisville,Louisville Cardinals,1/3,11
1994,louisville,Louisville Cardinals,1/10,15
1994,louisville,Louisville Cardinals,1/17,13
1994,louisville,Louisville Cardinals,1/24,12
1994,louisville,Louisville Cardinals,1/31,9
1994,louisville,Louisville Cardinals,2/7,7
1994,louisville,Louisville Cardinals,2/14,5
1994,louisville,Louisville Cardinals,2/21,13
1994,louisville,Louisville Cardinals,2/28,10
1994,louisville,Louisville Cardinals,3/7,14
1994,louisville,Louisville Cardinals,Final,10
1993,louisville,Louisville Cardinals,Pre,13
1993,louisville,Louisville Cardinals,11/23,12
1993,louisville,Louisville Cardinals,11/30,12
1993,louisville,Louisville Cardinals,12/7,9
1993,louisville,Louisville Cardinals,12/14,21
1993,louisville,Louisville Cardinals,12/21,
1993,louisville,Louisville Cardinals,12/28,
1993,louisville,Louisville Cardinals,1/4,
1993,louisville,Louisville Cardinals,1/11,
1993,louisville,Louisville Cardinals,1/18,
1993,louisville,Louisville Cardinals,1/25,
1993,louisville,Louisville Cardinals,2/1,
1993,louisville,Louisville Cardinals,2/8,
1993,louisville,Louisville Cardinals,2/15,22
1993,louisville,Louisville Cardinals,2/22,
1993,louisville,Louisville Cardinals,3/1,22
1993,louisville,Louisville Cardinals,3/8,16
1993,louisville,Louisville Cardinals,Final,15
1992,louisville,Louisville Cardinals,Pre,25
1992,louisville,Louisville Cardinals,11/25,
1992,louisville,Louisville Cardinals,12/2,
1992,louisville,Louisville Cardinals,12/9,
1992,louisville,Louisville Cardinals,12/16,25
1992,louisville,Louisville Cardinals,12/23,21
1992,louisville,Louisville Cardinals,12/30,24
1992,louisville,Louisville Cardinals,1/6,
1992,louisville,Louisville Cardinals,1/13,25
1992,louisville,Louisville Cardinals,1/20,20
1992,louisville,Louisville Cardinals,1/27,24
1992,louisville,Louisville Cardinals,2/3,
1992,louisville,Louisville Cardinals,2/10,
1992,louisville,Louisville Cardinals,2/17,
1992,louisville,Louisville Cardinals,2/24,
1992,louisville,Louisville Cardinals,3/2,
1992,louisville,Louisville Cardinals,3/9,
1992,louisville,Louisville Cardinals,Final,
1991,louisville,Louisville Cardinals,Pre,23
1991,louisville,Louisville Cardinals,11/27,25
1991,louisville,Louisville Cardinals,12/4,
1991,louisville,Louisville Cardinals,12/11,
1991,louisville,Louisville Cardinals,12/18,
1991,louisville,Louisville Cardinals,12/25,
1991,louisville,Louisville Cardinals,1/1,
1991,louisville,Louisville Cardinals,1/8,
1991,louisville,Louisville Cardinals,1/15,
1991,louisville,Louisville Cardinals,1/22,
1991,louisville,Louisville Cardinals,1/29,
1991,louisville,Louisville Cardinals,2/5,
1991,louisville,Louisville Cardinals,2/12,
1991,louisville,Louisville Cardinals,2/19,
1991,louisville,Louisville Cardinals,2/26,
1991,louisville,Louisville Cardinals,3/5,
1991,louisville,Louisville Cardinals,Final,
1990,louisville,Louisville Cardinals,Pre,12
1990,louisville,Louisville Cardinals,11/27,13
1990,louisville,Louisville Cardinals,12/5,11
1990,louisville,Louisville Cardinals,12/12,10
1990,louisville,Louisville Cardinals,12/19,9
1990,louisville,Louisville Cardinals,12/26,8
1990,louisville,Louisville Cardinals,1/2,8
1990,louisville,Louisville Cardinals,1/9,11
1990,louisville,Louisville Cardinals,1/16,10
1990,louisville,Louisville Cardinals,1/23,4
1990,louisville,Louisville Cardinals,1/30,10
1990,louisville,Louisville Cardinals,2/6,15
1990,louisville,Louisville Cardinals,2/13,18
1990,louisville,Louisville Cardinals,2/20,16
1990,louisville,Louisville Cardinals,2/27,21
1990,louisville,Louisville Cardinals,3/6,18
1990,louisville,Louisville Cardinals,Final,16
1989,louisville,Louisville Cardinals,Pre,4
1989,louisville,Louisville Cardinals,11/22,12
1989,louisville,Louisville Cardinals,11/29,13
1989,louisville,Louisville Cardinals,12/6,15
1989,louisville,Louisville Cardinals,12/13,15
1989,louisville,Louisville Cardinals,12/20,14
1989,louisville,Louisville Cardinals,12/27,14
1989,louisville,Louisville Cardinals,1/3,13
1989,louisville,Louisville Cardinals,1/10,9
1989,louisville,Louisville Cardinals,1/17,4
1989,louisville,Louisville Cardinals,1/24,3
